file	model	utmos_ref	utmos	pesq_wb	estoi	mcd_db	seconds
01812064_v049_2bcdee397e.flac	vocos_pretrained_en	2.512	2.4036	3.3528	0.9394	1.997	12.32
01812064_v049_2bcdee397e.flac	bigvgan_v2	2.512	2.4864	4.3984	0.9888	2.2349	12.32
06982505_v004_0d221e9ca3.flac	baseline	2.0938	1.9052	3.1772	0.9585	3.574	11.36
06982505_v004_0d221e9ca3.flac	plus_c	2.0938	1.8812	3.2744	0.9611	3.6752	11.36
06982505_v004_0d221e9ca3.flac	plus_cb	2.0938	1.918	3.2192	0.9554	3.6129	11.36
06982505_v004_0d221e9ca3.flac	plus_cba	2.0938	1.9033	3.292	0.9608	3.6081	11.36
06982505_v004_0d221e9ca3.flac	vocos_pretrained_en	2.0938	1.7361	3.0779	0.9515	3.7491	11.36
06982505_v004_0d221e9ca3.flac	bigvgan_v2	2.0938	2.105	4.0593	0.9888	3.2312	11.36
06978170_v018_155f284958.flac	baseline	2.7626	2.6756	3.4594	0.9742	2.9084	5.92
06978170_v018_155f284958.flac	plus_c	2.7626	2.7286	3.3163	0.9737	2.9221	5.92
06978170_v018_155f284958.flac	plus_cb	2.7626	2.7952	3.6228	0.9737	2.9817	5.92
06978170_v018_155f284958.flac	plus_cba	2.7626	2.6782	3.3836	0.9712	3.0075	5.92
06978170_v018_155f284958.flac	vocos_pretrained_en	2.7626	2.5461	3.3004	0.9654	3.1235	5.92
06978170_v018_155f284958.flac	bigvgan_v2	2.7626	2.7721	4.3422	0.9945	2.593	5.92
03376618_v030_e636ceeebc.flac	baseline	2.6211	2.6742	2.7921	0.9466	2.0018	5.44
03376618_v030_e636ceeebc.flac	plus_c	2.6211	2.8177	3.1639	0.9552	1.9578	5.44
03376618_v030_e636ceeebc.flac	plus_cb	2.6211	2.6116	2.9171	0.9436	2.0871	5.44
03376618_v030_e636ceeebc.flac	plus_cba	2.6211	2.6783	2.8392	0.9465	1.9108	5.44
03376618_v030_e636ceeebc.flac	vocos_pretrained_en	2.6211	2.5118	2.6233	0.9367	2.1136	5.44
03376618_v030_e636ceeebc.flac	bigvgan_v2	2.6211	2.6952	4.0752	0.9913	1.8526	5.44
01210698_v055_c7a285b066.flac	baseline	3.2047	3.044	3.284	0.9534	1.8689	1.92
01210698_v055_c7a285b066.flac	plus_c	3.2047	3.0383	3.111	0.9553	1.7283	1.92
01210698_v055_c7a285b066.flac	plus_cb	3.2047	2.9299	3.3773	0.9525	1.8493	1.92
01210698_v055_c7a285b066.flac	plus_cba	3.2047	3.0189	3.5616	0.9464	1.7402	1.92
01210698_v055_c7a285b066.flac	vocos_pretrained_en	3.2047	2.9276	2.8785	0.9411	2.3996	1.92
01210698_v055_c7a285b066.flac	bigvgan_v2	3.2047	3.3066	4.437	0.9913	2.213	1.92
01992960_v046_60888bc28b.flac	baseline	3.2444	2.6052	3.255	0.9744	2.078	2.08
01992960_v046_60888bc28b.flac	plus_c	3.2444	2.5434	3.3723	0.9784	2.0796	2.08
01992960_v046_60888bc28b.flac	plus_cb	3.2444	2.6441	3.6645	0.9826	2.0418	2.08
01992960_v046_60888bc28b.flac	plus_cba	3.2444	2.8879	3.854	0.9843	2.1401	2.08
01992960_v046_60888bc28b.flac	vocos_pretrained_en	3.2444	2.9556	3.6025	0.975	2.1024	2.08
01992960_v046_60888bc28b.flac	bigvgan_v2	3.2444	3.301	4.4353	0.9949	2.0813	2.08
01328550_v007_d736437c8f.flac	baseline	2.3312	2.202	3.9122	0.9839	2.5685	5.12
01328550_v007_d736437c8f.flac	plus_c	2.3312	2.2671	3.7924	0.9787	2.574	5.12
01328550_v007_d736437c8f.flac	plus_cb	2.3312	2.1764	3.9093	0.9811	2.6309	5.12
01328550_v007_d736437c8f.flac	plus_cba	2.3312	2.0681	3.9291	0.9781	2.6578	5.12
01328550_v007_d736437c8f.flac	vocos_pretrained_en	2.3312	2.0904	3.5161	0.9768	2.7907	5.12
01328550_v007_d736437c8f.flac	bigvgan_v2	2.3312	2.3838	4.3013	0.995	2.2757	5.12
00666834_v067_11fd059904.flac	baseline	3.0488	2.5343	3.1912	0.9639	2.372	4.0
00666834_v067_11fd059904.flac	plus_c	3.0488	2.7442	3.3581	0.971	2.3583	4.0
00666834_v067_11fd059904.flac	plus_cb	3.0488	2.7794	3.6033	0.9678	2.3455	4.0
00666834_v067_11fd059904.flac	plus_cba	3.0488	2.6815	3.3581	0.966	2.4246	4.0
00666834_v067_11fd059904.flac	vocos_pretrained_en	3.0488	2.7594	3.3882	0.9637	2.5899	4.0
00666834_v067_11fd059904.flac	bigvgan_v2	3.0488	3.134	4.4295	0.9931	2.7198	4.0
07146453_v001_6cb20a402f.flac	baseline	3.4656	3.1621	3.7789	0.9803	2.7035	4.8
07146453_v001_6cb20a402f.flac	plus_c	3.4656	3.2498	3.8411	0.9801	2.8501	4.8
07146453_v001_6cb20a402f.flac	plus_cb	3.4656	3.2468	3.8293	0.9838	2.7326	4.8
07146453_v001_6cb20a402f.flac	plus_cba	3.4656	3.3157	3.6459	0.9817	2.8476	4.8
07146453_v001_6cb20a402f.flac	vocos_pretrained_en	3.4656	2.9316	3.7778	0.9783	2.934	4.8
07146453_v001_6cb20a402f.flac	bigvgan_v2	3.4656	3.6211	4.4221	0.996	2.804	4.8
00830304_v034_9b036c0642.flac	baseline	3.0228	2.7126	3.7468	0.9664	2.1322	11.68
00830304_v034_9b036c0642.flac	plus_c	3.0228	2.5535	3.745	0.9606	2.0837	11.68
00830304_v034_9b036c0642.flac	plus_cb	3.0228	2.7375	3.7776	0.9644	2.0779	11.68
00830304_v034_9b036c0642.flac	plus_cba	3.0228	2.5246	3.8409	0.9599	2.2433	11.68
00830304_v034_9b036c0642.flac	vocos_pretrained_en	3.0228	2.5584	3.5537	0.9618	2.5099	11.68
00830304_v034_9b036c0642.flac	bigvgan_v2	3.0228	2.9264	4.4412	0.9945	3.8445	11.68
00232720_v020_4633ac9f5f.flac	baseline	2.6697	2.4965	3.3587	0.9542	2.1456	7.36
00232720_v020_4633ac9f5f.flac	plus_c	2.6697	2.1503	3.3226	0.9497	2.1821	7.36
00232720_v020_4633ac9f5f.flac	plus_cb	2.6697	2.2811	3.3242	0.9497	2.115	7.36
00232720_v020_4633ac9f5f.flac	plus_cba	2.6697	2.3737	3.6704	0.9548	2.1284	7.36
00232720_v020_4633ac9f5f.flac	vocos_pretrained_en	2.6697	2.2132	3.4628	0.9475	2.433	7.36
00232720_v020_4633ac9f5f.flac	bigvgan_v2	2.6697	2.6254	4.4404	0.989	2.1248	7.36
02577422_v045_1394b1dd14.flac	baseline	3.1239	2.8183	3.5053	0.972	3.0225	6.4
02577422_v045_1394b1dd14.flac	plus_c	3.1239	2.9029	3.3943	0.9674	3.0693	6.4
02577422_v045_1394b1dd14.flac	plus_cb	3.1239	2.7982	3.5248	0.9698	3.0195	6.4
02577422_v045_1394b1dd14.flac	plus_cba	3.1239	2.5859	3.2628	0.9633	3.0708	6.4
02577422_v045_1394b1dd14.flac	vocos_pretrained_en	3.1239	2.6074	3.1435	0.957	3.74	6.4
02577422_v045_1394b1dd14.flac	bigvgan_v2	3.1239	2.9905	4.3682	0.994	5.1797	6.4
01745333_v073_4b3256e4ed.flac	baseline	1.8655	2.3119	2.3228	0.8983	2.6929	5.44
01745333_v073_4b3256e4ed.flac	plus_c	1.8655	2.0324	1.9127	0.8977	2.7436	5.44
01745333_v073_4b3256e4ed.flac	plus_cb	1.8655	2.1242	2.0872	0.8969	2.7407	5.44
01745333_v073_4b3256e4ed.flac	plus_cba	1.8655	2.4322	2.0395	0.8955	2.9597	5.44
01745333_v073_4b3256e4ed.flac	vocos_pretrained_en	1.8655	1.9713	1.9636	0.8811	2.9202	5.44
01745333_v073_4b3256e4ed.flac	bigvgan_v2	1.8655	2.0552	3.8522	0.9795	2.5429	5.44
03674209_v002_985008970f.flac	baseline	3.3488	2.7782	3.3456	0.969	2.3716	4.48
03674209_v002_985008970f.flac	plus_c	3.3488	2.7612	3.3605	0.9692	2.3637	4.48
03674209_v002_985008970f.flac	plus_cb	3.3488	3.1356	3.4769	0.971	2.3121	4.48
03674209_v002_985008970f.flac	plus_cba	3.3488	3.0683	3.2459	0.9646	2.4254	4.48
03674209_v002_985008970f.flac	vocos_pretrained_en	3.3488	2.9581	3.3886	0.9688	2.6361	4.48
03674209_v002_985008970f.flac	bigvgan_v2	3.3488	3.3066	4.3626	0.9948	2.2834	4.48
01188459_v040_852097625a.flac	baseline	3.0329	2.9058	3.4897	0.9743	2.7585	4.8
01188459_v040_852097625a.flac	plus_c	3.0329	3.0392	3.4861	0.9736	2.769	4.8
01188459_v040_852097625a.flac	plus_cb	3.0329	3.1019	3.5247	0.9723	2.6731	4.8
01188459_v040_852097625a.flac	plus_cba	3.0329	2.846	3.4795	0.9738	2.8035	4.8
01188459_v040_852097625a.flac	vocos_pretrained_en	3.0329	2.7226	3.6162	0.9636	2.8743	4.8
01188459_v040_852097625a.flac	bigvgan_v2	3.0329	2.898	4.4281	0.9918	2.5439	4.8
06201401_v079_bfcd4c4601.flac	baseline	3.0559	3.0969	3.0256	0.9369	2.415	8.16
06201401_v079_bfcd4c4601.flac	plus_c	3.0559	3.0533	2.9483	0.943	2.4258	8.16
06201401_v079_bfcd4c4601.flac	plus_cb	3.0559	3.0499	3.1468	0.9359	2.4515	8.16
06201401_v079_bfcd4c4601.flac	plus_cba	3.0559	3.0614	3.2073	0.9325	2.5268	8.16
06201401_v079_bfcd4c4601.flac	vocos_pretrained_en	3.0559	2.9046	2.4467	0.9254	2.9903	8.16
06201401_v079_bfcd4c4601.flac	bigvgan_v2	3.0559	3.0939	4.3297	0.9895	2.7355	8.16
02620386_v007_76f22798f5.flac	baseline	2.7349	2.71	3.6228	0.9825	2.9826	8.0
02620386_v007_76f22798f5.flac	plus_c	2.7349	2.6156	3.8375	0.9831	2.8896	8.0
02620386_v007_76f22798f5.flac	plus_cb	2.7349	2.6846	3.6763	0.9823	3.0013	8.0
02620386_v007_76f22798f5.flac	plus_cba	2.7349	2.6967	3.6694	0.9809	2.9723	8.0
02620386_v007_76f22798f5.flac	vocos_pretrained_en	2.7349	2.6218	3.5837	0.9793	3.2832	8.0
02620386_v007_76f22798f5.flac	bigvgan_v2	2.7349	2.6673	4.2537	0.994	3.429	8.0
06058180_v042_2141a1004a.flac	baseline	2.1799	2.2103	3.2664	0.9424	2.3605	6.08
06058180_v042_2141a1004a.flac	plus_c	2.1799	2.3656	3.3441	0.9469	2.3131	6.08
06058180_v042_2141a1004a.flac	plus_cb	2.1799	2.2517	3.4255	0.9417	2.4691	6.08
06058180_v042_2141a1004a.flac	plus_cba	2.1799	2.2322	3.3465	0.9437	2.3024	6.08
06058180_v042_2141a1004a.flac	vocos_pretrained_en	2.1799	2.2884	3.3912	0.9462	2.5489	6.08
06058180_v042_2141a1004a.flac	bigvgan_v2	2.1799	2.2523	4.4643	0.9912	2.2364	6.08
02928323_v074_108f340c8f.flac	baseline	2.8403	2.7115	3.7141	0.9803	2.3748	4.8
02928323_v074_108f340c8f.flac	plus_c	2.8403	2.7902	3.6334	0.981	2.434	4.8
02928323_v074_108f340c8f.flac	plus_cb	2.8403	2.6388	3.5947	0.9827	2.327	4.8
02928323_v074_108f340c8f.flac	plus_cba	2.8403	2.7899	3.748	0.9818	2.3367	4.8
02928323_v074_108f340c8f.flac	vocos_pretrained_en	2.8403	2.6236	3.2069	0.976	2.5224	4.8
02928323_v074_108f340c8f.flac	bigvgan_v2	2.8403	2.9341	4.4524	0.9968	2.3469	4.8
02636295_v064_cdccc46607.flac	baseline	2.6442	2.4611	2.7463	0.9465	2.1417	8.0
02636295_v064_cdccc46607.flac	plus_c	2.6442	2.5466	3.0223	0.9474	2.1335	8.0
02636295_v064_cdccc46607.flac	plus_cb	2.6442	2.4828	3.0728	0.9515	2.1248	8.0
02636295_v064_cdccc46607.flac	plus_cba	2.6442	2.5723	2.8486	0.9509	2.0536	8.0
02636295_v064_cdccc46607.flac	vocos_pretrained_en	2.6442	2.5854	2.8092	0.9456	2.3842	8.0
02636295_v064_cdccc46607.flac	bigvgan_v2	2.6442	2.7128	4.3401	0.9882	2.3273	8.0
01369651_v078_c30e049b1b.flac	baseline	2.6248	2.6518	3.4011	0.964	2.0679	3.52
01369651_v078_c30e049b1b.flac	plus_c	2.6248	2.4075	3.3667	0.9617	2.17	3.52
01369651_v078_c30e049b1b.flac	plus_cb	2.6248	2.7021	3.6155	0.9642	2.0954	3.52
01369651_v078_c30e049b1b.flac	plus_cba	2.6248	2.5546	3.2411	0.9627	2.2099	3.52
01369651_v078_c30e049b1b.flac	vocos_pretrained_en	2.6248	2.5399	3.2167	0.9569	2.5235	3.52
01369651_v078_c30e049b1b.flac	bigvgan_v2	2.6248	2.7108	4.5034	0.9956	4.7205	3.52
00957967_v078_9bd4597529.flac	baseline	2.9304	2.6328	3.4797	0.9673	2.1237	6.08
00957967_v078_9bd4597529.flac	plus_c	2.9304	2.745	3.6256	0.9712	1.946	6.08
00957967_v078_9bd4597529.flac	plus_cb	2.9304	2.7532	3.7092	0.9709	2.0525	6.08
00957967_v078_9bd4597529.flac	plus_cba	2.9304	2.8384	3.4338	0.9705	2.1088	6.08
00957967_v078_9bd4597529.flac	vocos_pretrained_en	2.9304	2.565	3.2062	0.9631	2.3799	6.08
00957967_v078_9bd4597529.flac	bigvgan_v2	2.9304	2.9237	4.4744	0.9957	4.5584	6.08
01693362_v055_2c5fad102a.flac	baseline	2.668	2.4585	3.2393	0.9627	1.9455	4.64
01693362_v055_2c5fad102a.flac	plus_c	2.668	2.5158	3.416	0.9652	1.9529	4.64
01693362_v055_2c5fad102a.flac	plus_cb	2.668	2.5048	3.6025	0.9616	2.0772	4.64
01693362_v055_2c5fad102a.flac	plus_cba	2.668	2.5333	3.4133	0.9629	1.9098	4.64
01693362_v055_2c5fad102a.flac	vocos_pretrained_en	2.668	2.4116	2.8396	0.953	2.3427	4.64
01693362_v055_2c5fad102a.flac	bigvgan_v2	2.668	2.5762	4.425	0.9915	2.4655	4.64
00922362_v067_64bce99466.flac	baseline	3.0424	2.6985	3.4407	0.9636	2.118	7.52
00922362_v067_64bce99466.flac	plus_c	3.0424	2.8294	3.5802	0.962	2.1905	7.52
00922362_v067_64bce99466.flac	plus_cb	3.0424	2.5336	3.4433	0.9565	2.2073	7.52
00922362_v067_64bce99466.flac	plus_cba	3.0424	2.6644	3.6052	0.9584	2.1433	7.52
00922362_v067_64bce99466.flac	vocos_pretrained_en	3.0424	2.6417	3.5976	0.958	2.3224	7.52
00922362_v067_64bce99466.flac	bigvgan_v2	3.0424	3.057	4.3538	0.991	2.6479	7.52
01092915_v023_31b937bd33.flac	baseline	2.1808	1.8466	3.9548	0.9782	2.8035	5.76
01092915_v023_31b937bd33.flac	plus_c	2.1808	1.798	3.9324	0.9781	2.8192	5.76
01092915_v023_31b937bd33.flac	plus_cb	2.1808	1.8709	3.8868	0.9718	2.8269	5.76
01092915_v023_31b937bd33.flac	plus_cba	2.1808	1.6585	4.0035	0.9763	2.8519	5.76
01092915_v023_31b937bd33.flac	vocos_pretrained_en	2.1808	1.8167	4.044	0.9773	3.0115	5.76
01092915_v023_31b937bd33.flac	bigvgan_v2	2.1808	2.027	4.3351	0.9893	2.9043	5.76
02752996_v027_bbc1ca8597.flac	baseline	2.3104	2.1573	3.7344	0.9644	2.4856	9.6
02752996_v027_bbc1ca8597.flac	plus_c	2.3104	2.2398	3.8449	0.9685	2.4806	9.6
02752996_v027_bbc1ca8597.flac	plus_cb	2.3104	2.182	3.6926	0.9644	2.5087	9.6
02752996_v027_bbc1ca8597.flac	plus_cba	2.3104	1.8235	3.573	0.9619	2.5254	9.6
02752996_v027_bbc1ca8597.flac	vocos_pretrained_en	2.3104	2.2219	3.5578	0.9595	2.5818	9.6
02752996_v027_bbc1ca8597.flac	bigvgan_v2	2.3104	2.3644	4.2886	0.9921	2.3879	9.6
04231487_v041_fe05cf4a53.flac	baseline	2.4823	2.3088	3.7737	0.9704	3.0153	3.84
04231487_v041_fe05cf4a53.flac	plus_c	2.4823	2.5563	3.9642	0.9754	3.0694	3.84
04231487_v041_fe05cf4a53.flac	plus_cb	2.4823	2.3773	3.9571	0.9705	3.0886	3.84
04231487_v041_fe05cf4a53.flac	plus_cba	2.4823	2.2224	3.5841	0.9701	3.1217	3.84
04231487_v041_fe05cf4a53.flac	vocos_pretrained_en	2.4823	2.3635	3.7456	0.9699	3.6987	3.84
04231487_v041_fe05cf4a53.flac	bigvgan_v2	2.4823	2.2442	3.7204	0.9844	3.7976	3.84
01261818_v075_fd44d86023.flac	baseline	2.6615	2.6578	3.6707	0.9799	2.4155	12.0
01261818_v075_fd44d86023.flac	plus_c	2.6615	2.5265	3.6817	0.9826	2.3425	12.0
01261818_v075_fd44d86023.flac	plus_cb	2.6615	2.6393	3.7576	0.9798	2.4146	12.0
01261818_v075_fd44d86023.flac	plus_cba	2.6615	2.5837	3.6616	0.98	2.4098	12.0
01261818_v075_fd44d86023.flac	vocos_pretrained_en	2.6615	2.4438	3.6799	0.9765	2.6045	12.0
01261818_v075_fd44d86023.flac	bigvgan_v2	2.6615	2.773	4.3685	0.9955	3.3035	12.0
04403354_v025_49f463059e.flac	baseline	2.7945	2.6726	3.3972	0.9361	2.1849	3.2
04403354_v025_49f463059e.flac	plus_c	2.7945	2.6053	3.4051	0.9447	2.0528	3.2
04403354_v025_49f463059e.flac	plus_cb	2.7945	2.7895	3.0748	0.9363	1.9881	3.2
04403354_v025_49f463059e.flac	plus_cba	2.7945	2.6461	2.8569	0.9379	2.1205	3.2
04403354_v025_49f463059e.flac	vocos_pretrained_en	2.7945	2.7021	3.172	0.9298	2.4005	3.2
04403354_v025_49f463059e.flac	bigvgan_v2	2.7945	2.9249	4.1686	0.9803	2.6524	3.2
00527953_v013_9418aaec93.flac	baseline	3.5587	3.2363	3.6086	0.9492	2.0242	3.84
00527953_v013_9418aaec93.flac	plus_c	3.5587	3.439	3.587	0.9513	2.0195	3.84
00527953_v013_9418aaec93.flac	plus_cb	3.5587	3.4636	3.7269	0.9541	2.0217	3.84
00527953_v013_9418aaec93.flac	plus_cba	3.5587	3.3954	3.4438	0.9398	2.1043	3.84
00527953_v013_9418aaec93.flac	vocos_pretrained_en	3.5587	3.2267	3.3957	0.9573	2.3473	3.84
00527953_v013_9418aaec93.flac	bigvgan_v2	3.5587	3.4616	4.4909	0.9957	4.9236	3.84
02108882_v036_a2fa6fa24e.flac	baseline	2.4208	2.4817	3.3345	0.9552	2.8007	2.4
02108882_v036_a2fa6fa24e.flac	plus_c	2.4208	2.5682	2.8369	0.9582	2.7141	2.4
02108882_v036_a2fa6fa24e.flac	plus_cb	2.4208	2.4688	3.1171	0.9577	2.2581	2.4
02108882_v036_a2fa6fa24e.flac	plus_cba	2.4208	2.2995	2.8978	0.9485	2.7833	2.4
02108882_v036_a2fa6fa24e.flac	vocos_pretrained_en	2.4208	2.4731	1.2551	0.9451	2.8871	2.4
02108882_v036_a2fa6fa24e.flac	bigvgan_v2	2.4208	2.4795	4.3693	0.9948	2.5466	2.4
07598716_v045_83ebee952a.flac	baseline	2.8648	2.6868	3.7687	0.971	2.8458	5.44
07598716_v045_83ebee952a.flac	plus_c	2.8648	2.5907	3.8013	0.9764	2.8371	5.44
07598716_v045_83ebee952a.flac	plus_cb	2.8648	2.5796	3.7684	0.9796	2.7578	5.44
07598716_v045_83ebee952a.flac	plus_cba	2.8648	2.5161	3.6277	0.969	2.9435	5.44
07598716_v045_83ebee952a.flac	vocos_pretrained_en	2.8648	2.5639	3.7103	0.9733	3.3594	5.44
07598716_v045_83ebee952a.flac	bigvgan_v2	2.8648	2.836	4.479	0.9959	4.8163	5.44
01520252_v051_67af332737.flac	baseline	3.3881	3.1266	3.2782	0.9515	2.1016	5.92
01520252_v051_67af332737.flac	plus_c	3.3881	3.1353	3.4982	0.9505	2.0545	5.92
01520252_v051_67af332737.flac	plus_cb	3.3881	3.1175	3.5277	0.9534	2.0479	5.92
01520252_v051_67af332737.flac	plus_cba	3.3881	3.0807	3.4207	0.9565	2.1187	5.92
01520252_v051_67af332737.flac	vocos_pretrained_en	3.3881	3.0926	3.1842	0.9433	2.4609	5.92
01520252_v051_67af332737.flac	bigvgan_v2	3.3881	3.4624	4.5658	0.9971	2.6871	5.92
01938939_v016_38b8f45a4c.flac	baseline	3.4333	3.3234	3.1505	0.957	2.5934	2.4
01938939_v016_38b8f45a4c.flac	plus_c	3.4333	3.4088	3.2574	0.9641	2.5357	2.4
01938939_v016_38b8f45a4c.flac	plus_cb	3.4333	3.1673	3.2849	0.9568	2.7747	2.4
01938939_v016_38b8f45a4c.flac	plus_cba	3.4333	3.3142	3.0005	0.9516	2.6677	2.4
01938939_v016_38b8f45a4c.flac	vocos_pretrained_en	3.4333	3.2916	3.0259	0.9428	3.4129	2.4
01938939_v016_38b8f45a4c.flac	bigvgan_v2	3.4333	3.3656	4.3247	0.9922	3.6772	2.4
07506442_v045_93998704ec.flac	baseline	2.9297	2.7894	3.7576	0.9745	3.1626	3.68
07506442_v045_93998704ec.flac	plus_c	2.9297	2.7778	3.6372	0.9664	2.9586	3.68
07506442_v045_93998704ec.flac	plus_cb	2.9297	2.9211	3.3039	0.9611	3.1798	3.68
07506442_v045_93998704ec.flac	plus_cba	2.9297	2.5304	3.6875	0.972	3.2228	3.68
07506442_v045_93998704ec.flac	vocos_pretrained_en	2.9297	2.7172	3.2932	0.9566	3.6673	3.68
07506442_v045_93998704ec.flac	bigvgan_v2	2.9297	2.8828	4.4321	0.9902	6.3846	3.68
02852746_v070_8b94858527.flac	baseline	2.8556	2.5893	3.2029	0.9643	1.881	5.76
02852746_v070_8b94858527.flac	plus_c	2.8556	2.6434	3.3117	0.9646	1.945	5.76
02852746_v070_8b94858527.flac	plus_cb	2.8556	2.5781	3.5083	0.9681	1.8694	5.76
02852746_v070_8b94858527.flac	plus_cba	2.8556	2.7476	3.3155	0.9623	1.9823	5.76
02852746_v070_8b94858527.flac	vocos_pretrained_en	2.8556	2.2274	2.8378	0.9569	2.3229	5.76
02852746_v070_8b94858527.flac	bigvgan_v2	2.8556	2.8248	4.4466	0.995	3.2658	5.76
01347014_v028_092ccb5a72.flac	baseline	3.1417	2.8862	3.6471	0.967	2.1199	10.56
01347014_v028_092ccb5a72.flac	plus_c	3.1417	2.9874	3.6033	0.9674	2.1157	10.56
01347014_v028_092ccb5a72.flac	plus_cb	3.1417	2.9008	3.7676	0.9705	2.1236	10.56
01347014_v028_092ccb5a72.flac	plus_cba	3.1417	2.8674	3.6224	0.9604	2.1837	10.56
01347014_v028_092ccb5a72.flac	vocos_pretrained_en	3.1417	2.9061	3.4679	0.9579	2.4006	10.56
01347014_v028_092ccb5a72.flac	bigvgan_v2	3.1417	3.1683	4.4707	0.9958	2.8864	10.56
07477942_v033_f7f333ac8c.flac	baseline	1.2862	1.4228	2.0567	0.916	3.806	5.28
07477942_v033_f7f333ac8c.flac	plus_c	1.2862	1.4529	2.0171	0.9129	3.6181	5.28
07477942_v033_f7f333ac8c.flac	plus_cb	1.2862	1.4034	1.915	0.9203	3.728	5.28
07477942_v033_f7f333ac8c.flac	plus_cba	1.2862	1.5807	1.8748	0.9091	3.8009	5.28
07477942_v033_f7f333ac8c.flac	vocos_pretrained_en	1.2862	1.3777	1.7961	0.9022	3.9106	5.28
07477942_v033_f7f333ac8c.flac	bigvgan_v2	1.2862	1.3361	3.8211	0.975	5.3971	5.28
04374962_v025_a712515937.flac	baseline	2.6602	2.3385	3.1922	0.9531	1.7918	5.76
04374962_v025_a712515937.flac	plus_c	2.6602	2.686	3.6388	0.956	1.7137	5.76
04374962_v025_a712515937.flac	plus_cb	2.6602	2.6018	3.2946	0.951	1.798	5.76
04374962_v025_a712515937.flac	plus_cba	2.6602	2.5138	3.3381	0.9518	1.7284	5.76
04374962_v025_a712515937.flac	vocos_pretrained_en	2.6602	2.353	3.3803	0.9486	1.9066	5.76
04374962_v025_a712515937.flac	bigvgan_v2	2.6602	2.7297	4.3041	0.9849	2.0161	5.76
01547722_v043_fae917a286.flac	baseline	3.4399	3.2561	3.2036	0.9379	2.6133	6.56
01547722_v043_fae917a286.flac	plus_c	3.4399	3.2735	3.4234	0.9379	2.5325	6.56
01547722_v043_fae917a286.flac	plus_cb	3.4399	3.2717	3.2197	0.9397	2.563	6.56
01547722_v043_fae917a286.flac	plus_cba	3.4399	3.1775	3.3917	0.9314	2.7009	6.56
01547722_v043_fae917a286.flac	vocos_pretrained_en	3.4399	2.9855	3.0256	0.9273	2.9276	6.56
01547722_v043_fae917a286.flac	bigvgan_v2	3.4399	3.4242	4.5286	0.9965	2.7553	6.56
07487001_v013_2d303065f9.flac	baseline	3.1582	3.1405	3.7035	0.9606	2.1924	1.12
07487001_v013_2d303065f9.flac	plus_c	3.1582	3.0191	3.2616	0.9666	2.0978	1.12
07487001_v013_2d303065f9.flac	plus_cb	3.1582	3.4174	4.0491	0.9813	1.7642	1.12
07487001_v013_2d303065f9.flac	plus_cba	3.1582	3.0054	3.8435	0.9759	2.8263	1.12
07487001_v013_2d303065f9.flac	vocos_pretrained_en	3.1582	2.8939	3.6567	0.9636	2.4289	1.12
07487001_v013_2d303065f9.flac	bigvgan_v2	3.1582	3.3698	4.5386	0.9971	2.5733	1.12
04406370_v005_47da23762a.flac	baseline	3.3468	3.0068	2.991	0.9601	2.3327	4.0
04406370_v005_47da23762a.flac	plus_c	3.3468	3.3678	3.5471	0.9623	2.2857	4.0
04406370_v005_47da23762a.flac	plus_cb	3.3468	3.3133	3.4818	0.9713	2.3412	4.0
04406370_v005_47da23762a.flac	plus_cba	3.3468	3.0075	3.2918	0.9601	2.3047	4.0
04406370_v005_47da23762a.flac	vocos_pretrained_en	3.3468	2.9657	3.1903	0.9512	2.7744	4.0
04406370_v005_47da23762a.flac	bigvgan_v2	3.3468	3.4303	4.5293	0.9961	3.9816	4.0
07136371_v022_e3afc3332e.flac	baseline	1.9691	1.7803	3.8349	0.9643	2.9735	3.52
07136371_v022_e3afc3332e.flac	plus_c	1.9691	1.8445	3.7116	0.9703	2.8829	3.52
07136371_v022_e3afc3332e.flac	plus_cb	1.9691	1.8151	3.6462	0.9642	2.9722	3.52
07136371_v022_e3afc3332e.flac	plus_cba	1.9691	1.6155	3.8203	0.9611	2.9621	3.52
07136371_v022_e3afc3332e.flac	vocos_pretrained_en	1.9691	1.6983	3.5825	0.9623	3.0652	3.52
07136371_v022_e3afc3332e.flac	bigvgan_v2	1.9691	1.75	4.0016	0.9814	3.1738	3.52
01360644_v018_6c2f1f9181.flac	baseline	3.0879	2.7854	3.1157	0.9724	2.2989	1.76
01360644_v018_6c2f1f9181.flac	plus_c	3.0879	2.5185	2.6807	0.963	2.3022	1.76
01360644_v018_6c2f1f9181.flac	plus_cb	3.0879	2.9716	2.4596	0.9604	2.2553	1.76
01360644_v018_6c2f1f9181.flac	plus_cba	3.0879	2.8235	3.421	0.967	2.3338	1.76
01360644_v018_6c2f1f9181.flac	vocos_pretrained_en	3.0879	2.8186	2.6118	0.944	2.8309	1.76
01360644_v018_6c2f1f9181.flac	bigvgan_v2	3.0879	3.1378	4.3395	0.9937	2.1828	1.76
00086106_v008_804eac8221.flac	baseline	3.2181	3.1488	3.5961	0.9703	2.3689	6.4
00086106_v008_804eac8221.flac	plus_c	3.2181	2.9103	3.2601	0.9623	2.4422	6.4
00086106_v008_804eac8221.flac	plus_cb	3.2181	2.8373	2.9328	0.9641	2.332	6.4
00086106_v008_804eac8221.flac	plus_cba	3.2181	3.0016	2.7503	0.9668	2.3711	6.4
00086106_v008_804eac8221.flac	vocos_pretrained_en	3.2181	2.9618	3.4909	0.9662	2.6419	6.4
