file	model	utmos_ref	utmos	pesq_wb	estoi	mcd_db	seconds
01445894_v035_0a15d1e1f8.flac	baseline	2.6999	2.7951	3.3212	0.9761	2.2707	2.56
01445894_v035_0a15d1e1f8.flac	plus_c	2.6999	2.7518	3.2663	0.9725	2.1819	2.56
01445894_v035_0a15d1e1f8.flac	plus_cb	2.6999	2.6058	2.7198	0.9713	2.2944	2.56
01445894_v035_0a15d1e1f8.flac	plus_cba	2.6999	2.7339	2.3684	0.9676	2.309	2.56
01445894_v035_0a15d1e1f8.flac	vocos_pretrained_en	2.6999	2.6461	2.6941	0.9672	2.5229	2.56
01445894_v035_0a15d1e1f8.flac	bigvgan_v2	2.6999	2.8447	4.4412	0.9958	2.9603	2.56
01444701_v031_b2cdfea367.flac	baseline	2.6077	2.4962	3.8105	0.9743	2.4456	3.2
01444701_v031_b2cdfea367.flac	plus_c	2.6077	2.4925	3.6181	0.9802	2.4355	3.2
01444701_v031_b2cdfea367.flac	plus_cb	2.6077	2.4747	3.7144	0.9807	2.4021	3.2
01444701_v031_b2cdfea367.flac	plus_cba	2.6077	2.4011	3.7684	0.9812	2.4708	3.2
01444701_v031_b2cdfea367.flac	vocos_pretrained_en	2.6077	2.2649	3.3294	0.9749	2.5404	3.2
01444701_v031_b2cdfea367.flac	bigvgan_v2	2.6077	2.6676	4.2811	0.9919	2.4221	3.2
00380285_v080_6c0dac6662.flac	baseline	2.3716	1.9763	2.7432	0.9525	1.6503	3.2
00380285_v080_6c0dac6662.flac	plus_c	2.3716	1.9941	2.9121	0.9542	1.7702	3.2
00380285_v080_6c0dac6662.flac	plus_cb	2.3716	2.154	3.1417	0.9553	1.6081	3.2
00380285_v080_6c0dac6662.flac	plus_cba	2.3716	2.096	2.9524	0.9466	1.6405	3.2
00380285_v080_6c0dac6662.flac	vocos_pretrained_en	2.3716	2.1191	2.948	0.9527	1.9094	3.2
00380285_v080_6c0dac6662.flac	bigvgan_v2	2.3716	2.2505	4.2467	0.9924	1.9762	3.2
01203671_v037_96bc413aa5.flac	baseline	3.6237	3.0598	3.6308	0.982	2.5	5.12
01203671_v037_96bc413aa5.flac	plus_c	3.6237	3.4471	3.8855	0.9811	2.3854	5.12
01203671_v037_96bc413aa5.flac	plus_cb	3.6237	3.3554	3.6843	0.9795	2.4743	5.12
01203671_v037_96bc413aa5.flac	plus_cba	3.6237	3.2991	3.2692	0.9809	2.4974	5.12
01203671_v037_96bc413aa5.flac	vocos_pretrained_en	3.6237	3.3162	3.5782	0.9772	2.6028	5.12
01203671_v037_96bc413aa5.flac	bigvgan_v2	3.6237	3.5437	4.4656	0.9968	2.4519	5.12
02072386_v019_1afba17887.flac	baseline	3.7876	2.8024	3.9525	0.9733	2.9235	3.2
02072386_v019_1afba17887.flac	plus_c	3.7876	3.0386	3.834	0.9625	2.9359	3.2
02072386_v019_1afba17887.flac	plus_cb	3.7876	3.3506	3.6381	0.9704	2.9203	3.2
02072386_v019_1afba17887.flac	plus_cba	3.7876	3.1794	3.9505	0.9653	2.9173	3.2
02072386_v019_1afba17887.flac	vocos_pretrained_en	3.7876	3.5056	3.5756	0.9651	3.0076	3.2
02072386_v019_1afba17887.flac	bigvgan_v2	3.7876	3.8265	4.4044	0.9948	2.9854	3.2
00471364_v039_8be1d857fc.flac	baseline	2.838	2.8102	3.9673	0.9803	2.7829	7.2
00471364_v039_8be1d857fc.flac	plus_c	2.838	2.7661	3.9669	0.9802	2.9402	7.2
00471364_v039_8be1d857fc.flac	plus_cb	2.838	2.8998	4.0505	0.9816	2.8619	7.2
00471364_v039_8be1d857fc.flac	plus_cba	2.838	2.8145	3.9585	0.9805	2.8946	7.2
00471364_v039_8be1d857fc.flac	vocos_pretrained_en	2.838	2.6562	3.7723	0.9777	3.0629	7.2
00471364_v039_8be1d857fc.flac	bigvgan_v2	2.838	2.9008	4.4944	0.9961	2.9696	7.2
02661947_v062_ef1afa3491.flac	baseline	3.4103	3.1895	2.8241	0.958	2.3696	8.8
02661947_v062_ef1afa3491.flac	plus_c	3.4103	3.1996	2.9355	0.9587	2.3322	8.8
02661947_v062_ef1afa3491.flac	plus_cb	3.4103	3.1867	2.9281	0.9584	2.4572	8.8
02661947_v062_ef1afa3491.flac	plus_cba	3.4103	3.1951	3.0998	0.9552	2.4125	8.8
02661947_v062_ef1afa3491.flac	vocos_pretrained_en	3.4103	3.0526	2.5795	0.9519	2.7687	8.8
02661947_v062_ef1afa3491.flac	bigvgan_v2	3.4103	3.396	4.3717	0.9947	2.7892	8.8
03594744_v057_f2f875e177.flac	baseline	2.1564	2.1057	3.6912	0.9756	2.6563	5.44
03594744_v057_f2f875e177.flac	plus_c	2.1564	1.8569	3.6438	0.9705	2.7213	5.44
03594744_v057_f2f875e177.flac	plus_cb	2.1564	2.0652	3.8492	0.9752	2.6619	5.44
03594744_v057_f2f875e177.flac	plus_cba	2.1564	2.0034	3.8139	0.9751	2.6505	5.44
03594744_v057_f2f875e177.flac	vocos_pretrained_en	2.1564	1.9811	3.58	0.9715	2.7872	5.44
03594744_v057_f2f875e177.flac	bigvgan_v2	2.1564	2.1476	4.2876	0.9912	2.6107	5.44
00449085_v065_033f46367a.flac	baseline	2.9362	2.1831	3.4335	0.9706	3.3201	1.92
00449085_v065_033f46367a.flac	plus_c	2.9362	2.3756	3.9065	0.9743	3.116	1.92
00449085_v065_033f46367a.flac	plus_cb	2.9362	2.6561	3.5967	0.9763	3.135	1.92
00449085_v065_033f46367a.flac	plus_cba	2.9362	2.3493	3.7681	0.9672	3.1498	1.92
00449085_v065_033f46367a.flac	vocos_pretrained_en	2.9362	1.9725	3.602	0.9642	3.5448	1.92
00449085_v065_033f46367a.flac	bigvgan_v2	2.9362	2.9383	4.4392	0.9961	3.5658	1.92
06958020_v027_7a96d2c3a9.flac	baseline	3.3002	2.9721	3.9405	0.9644	2.2704	3.36
06958020_v027_7a96d2c3a9.flac	plus_c	3.3002	2.805	3.872	0.9703	2.2198	3.36
06958020_v027_7a96d2c3a9.flac	plus_cb	3.3002	2.4644	3.7974	0.9607	2.2426	3.36
06958020_v027_7a96d2c3a9.flac	plus_cba	3.3002	2.7515	3.8289	0.969	2.2774	3.36
06958020_v027_7a96d2c3a9.flac	vocos_pretrained_en	3.3002	2.6618	3.7502	0.9619	2.3126	3.36
06958020_v027_7a96d2c3a9.flac	bigvgan_v2	3.3002	3.3222	4.4211	0.9939	2.6176	3.36
07151624_v008_bcc9fb35bc.flac	baseline	2.4355	2.303	3.5852	0.9701	2.6228	12.48
07151624_v008_bcc9fb35bc.flac	plus_c	2.4355	2.331	3.584	0.972	2.716	12.48
07151624_v008_bcc9fb35bc.flac	plus_cb	2.4355	2.2159	3.5404	0.9719	2.6485	12.48
07151624_v008_bcc9fb35bc.flac	plus_cba	2.4355	2.2787	3.606	0.9722	2.7788	12.48
07151624_v008_bcc9fb35bc.flac	vocos_pretrained_en	2.4355	2.2002	3.2863	0.9636	2.8353	12.48
07151624_v008_bcc9fb35bc.flac	bigvgan_v2	2.4355	2.409	4.3119	0.9945	2.8238	12.48
07032965_v064_112cee8449.flac	baseline	2.7099	2.5449	3.0796	0.9393	2.3755	4.96
07032965_v064_112cee8449.flac	plus_c	2.7099	2.5821	2.567	0.9464	2.5106	4.96
07032965_v064_112cee8449.flac	plus_cb	2.7099	2.607	2.6589	0.95	2.3835	4.96
07032965_v064_112cee8449.flac	plus_cba	2.7099	2.7458	2.6852	0.9437	2.5683	4.96
07032965_v064_112cee8449.flac	vocos_pretrained_en	2.7099	2.4783	2.5554	0.9345	2.967	4.96
07032965_v064_112cee8449.flac	bigvgan_v2	2.7099	2.8284	4.2872	0.9932	3.0231	4.96
02902819_v078_65acdf5017.flac	baseline	2.7345	2.4194	3.301	0.9621	2.0368	2.88
02902819_v078_65acdf5017.flac	plus_c	2.7345	2.4269	2.7442	0.9572	1.9912	2.88
02902819_v078_65acdf5017.flac	plus_cb	2.7345	2.6073	3.7517	0.9669	1.8856	2.88
02902819_v078_65acdf5017.flac	plus_cba	2.7345	2.4193	3.3422	0.9554	2.0264	2.88
02902819_v078_65acdf5017.flac	vocos_pretrained_en	2.7345	2.4937	3.4685	0.9648	2.2594	2.88
02902819_v078_65acdf5017.flac	bigvgan_v2	2.7345	2.8278	4.4477	0.9962	3.3937	2.88
03687971_v037_5d38e779b2.flac	baseline	2.9362	2.6725	3.6073	0.979	2.7073	8.8
03687971_v037_5d38e779b2.flac	plus_c	2.9362	2.6468	3.6812	0.9787	2.6872	8.8
03687971_v037_5d38e779b2.flac	plus_cb	2.9362	2.8258	3.6771	0.9797	2.7427	8.8
03687971_v037_5d38e779b2.flac	plus_cba	2.9362	2.7271	3.5262	0.9683	2.7661	8.8
03687971_v037_5d38e779b2.flac	vocos_pretrained_en	2.9362	2.6132	3.6709	0.9659	2.8314	8.8
03687971_v037_5d38e779b2.flac	bigvgan_v2	2.9362	2.8758	4.4651	0.9967	2.3625	8.8
00286811_v056_e229f56881.flac	baseline	2.942	2.7865	2.9252	0.9192	2.1456	4.96
00286811_v056_e229f56881.flac	plus_c	2.942	2.6414	2.9193	0.9206	2.1718	4.96
00286811_v056_e229f56881.flac	plus_cb	2.942	2.8084	3.1244	0.9325	2.1185	4.96
00286811_v056_e229f56881.flac	plus_cba	2.942	2.4245	2.8591	0.915	2.213	4.96
00286811_v056_e229f56881.flac	vocos_pretrained_en	2.942	2.7881	2.9342	0.9159	2.3733	4.96
00286811_v056_e229f56881.flac	bigvgan_v2	2.942	2.8636	4.4493	0.9905	2.4588	4.96
02124465_v004_bfdc29cce5.flac	baseline	2.1979	2.1079	3.1528	0.9562	3.2852	9.12
02124465_v004_bfdc29cce5.flac	plus_c	2.1979	2.0579	3.3801	0.9586	3.352	9.12
02124465_v004_bfdc29cce5.flac	plus_cb	2.1979	2.2359	3.4082	0.9563	3.2313	9.12
02124465_v004_bfdc29cce5.flac	plus_cba	2.1979	2.117	3.4451	0.9566	3.249	9.12
02124465_v004_bfdc29cce5.flac	vocos_pretrained_en	2.1979	1.885	3.3509	0.9473	3.5313	9.12
02124465_v004_bfdc29cce5.flac	bigvgan_v2	2.1979	2.1889	3.8603	0.981	3.7524	9.12
00890848_v072_d73556cc9f.flac	baseline	3.4902	3.1861	4.0818	0.9835	2.6016	4.48
00890848_v072_d73556cc9f.flac	plus_c	3.4902	3.0104	3.846	0.9833	2.5758	4.48
00890848_v072_d73556cc9f.flac	plus_cb	3.4902	3.1637	4.0763	0.9828	2.6155	4.48
00890848_v072_d73556cc9f.flac	plus_cba	3.4902	2.9272	4.1378	0.9808	2.6308	4.48
00890848_v072_d73556cc9f.flac	vocos_pretrained_en	3.4902	2.7136	3.7831	0.9761	2.8354	4.48
00890848_v072_d73556cc9f.flac	bigvgan_v2	3.4902	3.4991	4.5335	0.9966	2.7385	4.48
07064743_v073_c6328909e4.flac	baseline	2.22	2.1207	2.0781	0.909	2.6323	6.72
07064743_v073_c6328909e4.flac	plus_c	2.22	1.9616	2.1598	0.9078	2.5351	6.72
07064743_v073_c6328909e4.flac	plus_cb	2.22	2.2026	2.3621	0.9174	2.6764	6.72
07064743_v073_c6328909e4.flac	plus_cba	2.22	1.9668	2.139	0.9131	2.6367	6.72
07064743_v073_c6328909e4.flac	vocos_pretrained_en	2.22	1.7351	1.9339	0.8899	2.8875	6.72
07064743_v073_c6328909e4.flac	bigvgan_v2	2.22	2.1328	4.1462	0.9851	2.6377	6.72
01615284_v055_2c5699f049.flac	baseline	2.0729	1.9916	3.2581	0.9512	2.5843	12.8
01615284_v055_2c5699f049.flac	plus_c	2.0729	2.0593	3.4043	0.9517	2.6418	12.8
01615284_v055_2c5699f049.flac	plus_cb	2.0729	1.9988	3.3323	0.9515	2.7047	12.8
01615284_v055_2c5699f049.flac	plus_cba	2.0729	1.9689	3.387	0.952	2.7176	12.8
01615284_v055_2c5699f049.flac	vocos_pretrained_en	2.0729	1.9925	3.2747	0.9465	2.8683	12.8
01615284_v055_2c5699f049.flac	bigvgan_v2	2.0729	2.0167	4.361	0.986	2.6101	12.8
07195445_v004_faddc99609.flac	baseline	1.7349	1.7906	3.4308	0.9526	3.9937	4.32
07195445_v004_faddc99609.flac	plus_c	1.7349	1.7127	3.443	0.9518	3.7444	4.32
07195445_v004_faddc99609.flac	plus_cb	1.7349	1.7539	3.3336	0.9541	3.9402	4.32
07195445_v004_faddc99609.flac	plus_cba	1.7349	1.7456	3.2687	0.9513	3.8362	4.32
07195445_v004_faddc99609.flac	vocos_pretrained_en	1.7349	1.5278	3.2268	0.9429	4.0685	4.32
07195445_v004_faddc99609.flac	bigvgan_v2	1.7349	1.7129	4.148	0.9859	4.4309	4.32
00341552_v045_7c3bc6dd0c.flac	baseline	2.8755	2.6553	2.6036	0.9708	2.8152	9.6
00341552_v045_7c3bc6dd0c.flac	plus_c	2.8755	2.6381	3.3999	0.9712	2.7242	9.6
00341552_v045_7c3bc6dd0c.flac	plus_cb	2.8755	2.6195	3.604	0.9719	2.8029	9.6
00341552_v045_7c3bc6dd0c.flac	plus_cba	2.8755	2.4583	3.2127	0.9682	2.8695	9.6
00341552_v045_7c3bc6dd0c.flac	vocos_pretrained_en	2.8755	2.5977	2.5607	0.9637	3.3181	9.6
00341552_v045_7c3bc6dd0c.flac	bigvgan_v2	2.8755	2.9773	4.4489	0.996	4.625	9.6
00918543_v069_650a7eaa77.flac	baseline	2.5392	2.4716	4.0315	0.9812	2.9167	4.64
00918543_v069_650a7eaa77.flac	plus_c	2.5392	2.5113	3.8925	0.9824	2.857	4.64
00918543_v069_650a7eaa77.flac	plus_cb	2.5392	2.4179	3.9542	0.9799	2.9735	4.64
00918543_v069_650a7eaa77.flac	plus_cba	2.5392	2.361	4.0111	0.9812	2.8832	4.64
00918543_v069_650a7eaa77.flac	vocos_pretrained_en	2.5392	2.2758	3.6893	0.9773	3.0907	4.64
00918543_v069_650a7eaa77.flac	bigvgan_v2	2.5392	2.5435	4.3104	0.9927	2.5484	4.64
06189457_v080_07a3d5b5ec.flac	baseline	3.1442	2.8441	2.8062	0.9602	1.7715	2.08
06189457_v080_07a3d5b5ec.flac	plus_c	3.1442	2.802	3.2911	0.9723	1.6483	2.08
06189457_v080_07a3d5b5ec.flac	plus_cb	3.1442	2.9665	3.3848	0.974	1.6067	2.08
06189457_v080_07a3d5b5ec.flac	plus_cba	3.1442	2.8545	2.8365	0.9623	1.7238	2.08
06189457_v080_07a3d5b5ec.flac	vocos_pretrained_en	3.1442	2.7117	3.0765	0.9638	1.8022	2.08
06189457_v080_07a3d5b5ec.flac	bigvgan_v2	3.1442	3.1103	4.2065	0.9941	1.952	2.08
01865260_v020_1b4ee78bb1.flac	baseline	2.9006	2.5615	2.5683	0.9507	2.0236	5.44
01865260_v020_1b4ee78bb1.flac	plus_c	2.9006	2.6339	3.01	0.9559	1.9989	5.44
01865260_v020_1b4ee78bb1.flac	plus_cb	2.9006	2.4549	2.5422	0.9517	2.0093	5.44
01865260_v020_1b4ee78bb1.flac	plus_cba	2.9006	2.6782	3.5291	0.9528	2.0894	5.44
01865260_v020_1b4ee78bb1.flac	vocos_pretrained_en	2.9006	2.9591	2.7485	0.9543	2.2398	5.44
01865260_v020_1b4ee78bb1.flac	bigvgan_v2	2.9006	2.8319	4.0094	0.986	2.07	5.44
04363782_v005_b0147a7e10.flac	baseline	3.7017	3.4353	2.9094	0.9473	1.9628	6.24
04363782_v005_b0147a7e10.flac	plus_c	3.7017	3.4307	3.1064	0.9559	1.917	6.24
04363782_v005_b0147a7e10.flac	plus_cb	3.7017	3.4106	3.1491	0.9412	1.9868	6.24
04363782_v005_b0147a7e10.flac	plus_cba	3.7017	3.3701	3.1027	0.9434	2.0231	6.24
04363782_v005_b0147a7e10.flac	vocos_pretrained_en	3.7017	3.3427	2.8593	0.9297	2.2407	6.24
04363782_v005_b0147a7e10.flac	bigvgan_v2	3.7017	3.7051	4.3711	0.9932	3.6421	6.24
07623253_v080_0aae0352fb.flac	baseline	3.0655	2.6508	2.8815	0.9571	2.289	5.12
07623253_v080_0aae0352fb.flac	plus_c	3.0655	2.7395	3.4526	0.9601	2.1703	5.12
07623253_v080_0aae0352fb.flac	plus_cb	3.0655	2.858	3.4051	0.9676	2.088	5.12
07623253_v080_0aae0352fb.flac	plus_cba	3.0655	2.4547	3.1281	0.9625	2.2591	5.12
07623253_v080_0aae0352fb.flac	vocos_pretrained_en	3.0655	2.6655	2.8996	0.9626	2.4072	5.12
07623253_v080_0aae0352fb.flac	bigvgan_v2	3.0655	3.1241	4.4621	0.9951	2.4852	5.12
07193013_v015_552b08e13d.flac	baseline	2.832	2.2107	3.5854	0.9584	2.8412	3.68
07193013_v015_552b08e13d.flac	plus_c	2.832	2.3022	3.3361	0.9568	2.8478	3.68
07193013_v015_552b08e13d.flac	plus_cb	2.832	2.4636	3.7096	0.9581	2.7671	3.68
07193013_v015_552b08e13d.flac	plus_cba	2.832	2.3633	3.9381	0.9543	2.8477	3.68
07193013_v015_552b08e13d.flac	vocos_pretrained_en	2.832	2.4227	3.7852	0.9563	2.7791	3.68
07193013_v015_552b08e13d.flac	bigvgan_v2	2.832	2.6385	4.4622	0.9933	2.6273	3.68
06980215_v022_f68bad8777.flac	baseline	1.9643	1.8971	3.8546	0.9746	2.654	19.36
06980215_v022_f68bad8777.flac	plus_c	1.9643	1.7955	3.7274	0.9738	2.6739	19.36
06980215_v022_f68bad8777.flac	plus_cb	1.9643	1.8596	3.7555	0.9728	2.6716	19.36
06980215_v022_f68bad8777.flac	plus_cba	1.9643	1.8535	3.7619	0.9749	2.744	19.36
06980215_v022_f68bad8777.flac	vocos_pretrained_en	1.9643	1.6139	3.6903	0.9679	2.9272	19.36
06980215_v022_f68bad8777.flac	bigvgan_v2	1.9643	2.1151	4.2701	0.9884	3.7283	19.36
01920551_v080_1b3def7020.flac	baseline	2.7028	2.4657	3.1526	0.9675	1.695	9.12
01920551_v080_1b3def7020.flac	plus_c	2.7028	2.5225	3.2711	0.973	1.7215	9.12
01920551_v080_1b3def7020.flac	plus_cb	2.7028	2.3407	3.5734	0.9696	1.7514	9.12
01920551_v080_1b3def7020.flac	plus_cba	2.7028	2.4227	3.3067	0.966	1.8244	9.12
01920551_v080_1b3def7020.flac	vocos_pretrained_en	2.7028	2.2169	3.3599	0.9615	1.9985	9.12
01920551_v080_1b3def7020.flac	bigvgan_v2	2.7028	2.6765	4.4396	0.9943	2.1625	9.12
02097003_v040_d31011aeba.flac	baseline	2.679	2.5112	3.6908	0.9803	2.6809	6.88
02097003_v040_d31011aeba.flac	plus_c	2.679	2.4033	3.5697	0.9816	2.7894	6.88
02097003_v040_d31011aeba.flac	plus_cb	2.679	2.3988	3.7075	0.979	2.748	6.88
02097003_v040_d31011aeba.flac	plus_cba	2.679	2.3681	3.7199	0.9798	2.8034	6.88
02097003_v040_d31011aeba.flac	vocos_pretrained_en	2.679	2.0859	3.3561	0.9703	3.1109	6.88
02097003_v040_d31011aeba.flac	bigvgan_v2	2.679	2.6196	4.3184	0.9947	2.7392	6.88
00302225_v037_b1bf01c5c3.flac	baseline	2.8522	2.7201	3.5726	0.9785	2.8225	5.92
00302225_v037_b1bf01c5c3.flac	plus_c	2.8522	2.754	3.6514	0.9771	2.8452	5.92
00302225_v037_b1bf01c5c3.flac	plus_cb	2.8522	2.6857	3.5668	0.9778	2.8487	5.92
00302225_v037_b1bf01c5c3.flac	plus_cba	2.8522	2.7768	3.5444	0.9763	2.8223	5.92
00302225_v037_b1bf01c5c3.flac	vocos_pretrained_en	2.8522	2.7576	3.4387	0.9784	2.9654	5.92
00302225_v037_b1bf01c5c3.flac	bigvgan_v2	2.8522	2.8993	4.4789	0.9964	2.6754	5.92
03705013_v061_05c8052118.flac	baseline	2.9836	2.5042	3.8123	0.9653	3.2036	6.88
03705013_v061_05c8052118.flac	plus_c	2.9836	2.7414	3.9138	0.9676	3.2142	6.88
03705013_v061_05c8052118.flac	plus_cb	2.9836	2.4847	3.7976	0.9676	3.2774	6.88
03705013_v061_05c8052118.flac	plus_cba	2.9836	2.4006	3.9228	0.9673	3.2621	6.88
03705013_v061_05c8052118.flac	vocos_pretrained_en	2.9836	2.2677	3.8288	0.9629	3.4935	6.88
03705013_v061_05c8052118.flac	bigvgan_v2	2.9836	2.9117	4.2159	0.9883	5.1374	6.88
01281447_v031_5e2b8838b0.flac	baseline	3.6979	3.5618	3.7978	0.9818	2.1547	2.4
01281447_v031_5e2b8838b0.flac	plus_c	3.6979	3.4588	3.8077	0.9784	2.1599	2.4
01281447_v031_5e2b8838b0.flac	plus_cb	3.6979	3.5092	4.114	0.9813	2.2086	2.4
01281447_v031_5e2b8838b0.flac	plus_cba	3.6979	3.1799	3.8896	0.9837	2.1729	2.4
01281447_v031_5e2b8838b0.flac	vocos_pretrained_en	3.6979	3.28	3.7314	0.9782	2.4242	2.4
01281447_v031_5e2b8838b0.flac	bigvgan_v2	3.6979	3.5723	4.4857	0.9962	2.5959	2.4
01657876_v077_184af91e63.flac	baseline	3.2399	3.2507	3.4589	0.9781	2.1151	4.64
01657876_v077_184af91e63.flac	plus_c	3.2399	3.2466	3.5074	0.9692	2.1353	4.64
01657876_v077_184af91e63.flac	plus_cb	3.2399	2.9824	3.5382	0.9723	2.0667	4.64
01657876_v077_184af91e63.flac	plus_cba	3.2399	3.1041	3.2397	0.9652	2.1902	4.64
01657876_v077_184af91e63.flac	vocos_pretrained_en	3.2399	3.0694	3.234	0.9609	2.499	4.64
01657876_v077_184af91e63.flac	bigvgan_v2	3.2399	3.2943	4.4265	0.9968	2.6537	4.64
00055270_v020_d98bf907aa.flac	baseline	2.8996	2.751	3.4475	0.9581	2.4279	5.12
00055270_v020_d98bf907aa.flac	plus_c	2.8996	2.761	3.5184	0.9573	2.3209	5.12
00055270_v020_d98bf907aa.flac	plus_cb	2.8996	2.4376	3.4256	0.9506	2.3263	5.12
00055270_v020_d98bf907aa.flac	plus_cba	2.8996	2.674	3.5603	0.9504	2.4414	5.12
00055270_v020_d98bf907aa.flac	vocos_pretrained_en	2.8996	2.3807	3.4261	0.952	2.628	5.12
00055270_v020_d98bf907aa.flac	bigvgan_v2	2.8996	2.8815	4.4027	0.9875	2.2227	5.12
04410559_v013_7fc60ab066.flac	baseline	3.0579	3.0092	3.4311	0.9676	1.5962	4.0
04410559_v013_7fc60ab066.flac	plus_c	3.0579	3.1444	3.7697	0.9617	1.729	4.0
04410559_v013_7fc60ab066.flac	plus_cb	3.0579	3.0522	3.8414	0.9692	1.6002	4.0
04410559_v013_7fc60ab066.flac	plus_cba	3.0579	3.1859	3.3906	0.9624	1.831	4.0
04410559_v013_7fc60ab066.flac	vocos_pretrained_en	3.0579	2.7699	3.5347	0.9641	1.9469	4.0
04410559_v013_7fc60ab066.flac	bigvgan_v2	3.0579	3.1673	4.5115	0.9966	2.1085	4.0
01383082_v027_eaa74f94a9.flac	baseline	2.544	2.2812	3.9207	0.9597	2.8203	3.2
01383082_v027_eaa74f94a9.flac	plus_c	2.544	2.1526	3.9035	0.9608	2.9266	3.2
01383082_v027_eaa74f94a9.flac	plus_cb	2.544	1.9719	3.6413	0.9624	2.8964	3.2
01383082_v027_eaa74f94a9.flac	plus_cba	2.544	1.999	3.6785	0.9631	2.9301	3.2
01383082_v027_eaa74f94a9.flac	vocos_pretrained_en	2.544	2.2605	3.7476	0.9563	2.9051	3.2
01383082_v027_eaa74f94a9.flac	bigvgan_v2	2.544	2.4202	4.1482	0.9883	2.8867	3.2
04283031_v064_6ad477be40.flac	baseline	2.7732	2.6504	2.5589	0.9552	2.1182	3.52
04283031_v064_6ad477be40.flac	plus_c	2.7732	2.719	2.7151	0.9642	2.1645	3.52
04283031_v064_6ad477be40.flac	plus_cb	2.7732	2.6551	2.7631	0.9587	2.2338	3.52
04283031_v064_6ad477be40.flac	plus_cba	2.7732	2.4458	2.8953	0.9577	2.1739	3.52
04283031_v064_6ad477be40.flac	vocos_pretrained_en	2.7732	2.8037	2.5026	0.9554	2.4762	3.52
04283031_v064_6ad477be40.flac	bigvgan_v2	2.7732	2.8114	4.3863	0.9925	2.4684	3.52
03394029_v016_fd7aab7218.flac	baseline	3.3557	3.3818	3.4904	0.9526	2.5435	4.64
03394029_v016_fd7aab7218.flac	plus_c	3.3557	3.3701	3.528	0.9586	2.5368	4.64
03394029_v016_fd7aab7218.flac	plus_cb	3.3557	3.2929	3.4343	0.9526	2.7832	4.64
03394029_v016_fd7aab7218.flac	plus_cba	3.3557	3.27	3.7321	0.9534	2.6396	4.64
03394029_v016_fd7aab7218.flac	vocos_pretrained_en	3.3557	3.1801	3.2647	0.9387	3.3679	4.64
03394029_v016_fd7aab7218.flac	bigvgan_v2	3.3557	3.2974	4.4747	0.9948	2.8874	4.64
01892562_v068_2644b864d0.flac	baseline	2.4816	2.2028	3.9169	0.9362	2.9571	6.56
01892562_v068_2644b864d0.flac	plus_c	2.4816	2.3615	3.8234	0.9304	2.97	6.56
01892562_v068_2644b864d0.flac	plus_cb	2.4816	2.1974	3.8186	0.9334	2.9189	6.56
01892562_v068_2644b864d0.flac	plus_cba	2.4816	2.3156	3.9206	0.9397	2.9747	6.56
01892562_v068_2644b864d0.flac	vocos_pretrained_en	2.4816	2.4018	3.7851	0.9363	3.0319	6.56
01892562_v068_2644b864d0.flac	bigvgan_v2	2.4816	2.4156	4.1888	0.9652	2.5968	6.56
02655500_v045_7f152849d0.flac	baseline	2.5168	2.3388	3.492	0.9747	2.6097	7.52
02655500_v045_7f152849d0.flac	plus_c	2.5168	2.3744	3.2992	0.9707	2.6021	7.52
02655500_v045_7f152849d0.flac	plus_cb	2.5168	2.3563	3.4434	0.9733	2.6214	7.52
02655500_v045_7f152849d0.flac	plus_cba	2.5168	2.4234	3.6931	0.9747	2.7146	7.52
02655500_v045_7f152849d0.flac	vocos_pretrained_en	2.5168	2.2182	3.2661	0.9649	3.112	7.52
02655500_v045_7f152849d0.flac	bigvgan_v2	2.5168	2.5144	4.3596	0.9948	4.4697	7.52
06220587_v015_23906baa67.flac	baseline	3.6962	3.5189	3.5811	0.9501	2.6058	2.72
06220587_v015_23906baa67.flac	plus_c	3.6962	3.4635	3.7621	0.9598	2.5923	2.72
06220587_v015_23906baa67.flac	plus_cb	3.6962	3.508	3.6046	0.9617	2.5247	2.72
06220587_v015_23906baa67.flac	plus_cba	3.6962	3.549	4.0533	0.9553	2.7181	2.72
06220587_v015_23906baa67.flac	vocos_pretrained_en	3.6962	3.5906	3.3011	0.9455	2.9486	2.72
06220587_v015_23906baa67.flac	bigvgan_v2	3.6962	3.512	4.3891	0.9953	6.8518	2.72
01356124_v010_69539ccfa6.flac	baseline	1.5928	1.5092	3.6933	0.9603	2.4227	7.2
01356124_v010_69539ccfa6.flac	plus_c	1.5928	1.5328	3.6671	0.9603	2.501	7.2
01356124_v010_69539ccfa6.flac	plus_cb	1.5928	1.5248	3.6262	0.9607	2.5138	7.2
01356124_v010_69539ccfa6.flac	plus_cba	1.5928	1.4355	3.7086	0.9596	2.5657	7.2
01356124_v010_69539ccfa6.flac	vocos_pretrained_en	1.5928	1.4239	3.5516	0.9578	2.6369	7.2
01356124_v010_69539ccfa6.flac	bigvgan_v2	1.5928	1.5274	4.246	0.9864	2.238	7.2
01680620_v028_913689bc17.flac	baseline	3.998	3.752	3.789	0.9699	1.9716	2.88
01680620_v028_913689bc17.flac	plus_c	3.998	3.7995	3.9495	0.9712	1.9565	2.88
01680620_v028_913689bc17.flac	plus_cb	3.998	3.5727	3.754	0.9648	2.0028	2.88
01680620_v028_913689bc17.flac	plus_cba	3.998	3.714	3.4536	0.9585	2.0651	2.88
01680620_v028_913689bc17.flac	vocos_pretrained_en	3.998	3.6342	3.0487	0.9557	2.223	2.88
